Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2023 - 2024,2024 Fall,UGRD,UGRD,Nelson,Gomez-Torres,,CE,3302,101,11,20,18,0,0,0,0,0,0,0,0,49
2023 - 2024,2024 Fall,UGRD,UGRD,Nelson,Gomez-Torres,,CE,4352,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Roberto,Gonzales,,ACCT,2301,005,36,18,0,0,0,0,0,0,0,0,0,54
2023 - 2024,2024 Fall,UGRD,UGRD,Roberto,Gonzales,,ACCT,2301,008,36,19,0,0,0,0,0,0,0,0,0,55
2023 - 2024,2024 Fall,UGRD,UGRD,Roberto,Gonzales,,ACCT,2301,009,0,0,6,0,7,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,GRAD,GRAD,Jesus,Gonzalez,,CSE,6363,003,7,7,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,GRAD,GRAD,Jesus,Gonzalez,,CSE,6363,004,0,0,0,0,0,0,11,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Ricardo,Gonzalez,,ENGL,1301,080,39,21,0,0,0,0,0,0,0,0,0,60
2023 - 2024,2024 Fall,UGRD,UGRD,Ricardo,Gonzalez,,ENGL,1302,045,76,26,6,0,11,0,0,0,0,0,0,119
2023 - 2024,2024 Fall,UGRD,UGRD,Vanessa,Gonzalez,,NURS,4350,733,0,7,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,David,Goodson,,ARCH,4362,001,0,10,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,GRAD,GRAD,Cheryl,Goodwin,,HCAD,5337,040,0,11,9,7,0,0,0,0,0,0,0,27
2023 - 2024,2024 Fall,UGRD,UGRD,Nathaniel,Goodwin,,HIST,1301,701,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Vijay,Gopal,,MAE,3182,001,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Vijay,Gopal,,MAE,3182,002,23,0,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,UGRD,UGRD,Vamsikrishna,Gopikrishna,,CSE,2315,004,51,10,0,0,0,0,0,0,0,0,0,61
2023 - 2024,2024 Fall,UGRD,UGRD,Vamsikrishna,Gopikrishna,,CSE,4308,003,49,0,0,0,0,0,0,0,0,0,0,49
2023 - 2024,2024 Fall,UGRD,UGRD,Vamsikrishna,Gopikrishna,,CSE,4308,004,41,8,0,0,0,0,0,0,0,0,0,49
2023 - 2024,2024 Fall,UGRD,UGRD,Vamsikrishna,Gopikrishna,,CSE,4308,005,43,0,0,0,0,0,0,0,0,0,0,43
2023 - 2024,2024 Fall,GRAD,GRAD,Vamsikrishna,Gopikrishna,,CSE,5360,001,29,0,0,0,0,0,0,0,0,0,0,29
2023 - 2024,2024 Fall,GRAD,GRAD,Vamsikrishna,Gopikrishna,,CSE,5360,002,7,30,12,0,0,0,0,0,0,0,0,49
2023 - 2024,2024 Fall,GRAD,GRAD,Vamsikrishna,Gopikrishna,,CSE,5360,003,25,26,0,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Fall,GRAD,GRAD,Vamsikrishna,Gopikrishna,,CSE,5360,005,0,0,0,0,0,0,10,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Sreehas,Gopinathan,,INSY,3300,001,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Sreehas,Gopinathan,,INSY,3300,002,6,12,22,0,8,0,0,0,14,0,0,62
2023 - 2024,2024 Fall,GRAD,GRAD,Cheryl,Gordon,,NURS,5120,417,6,44,15,0,0,0,0,0,0,0,0,65
2023 - 2024,2024 Fall,UGRD,UGRD,Dorothea,Gordon,,SPED,4303,001,0,22,27,8,0,0,0,0,0,0,0,57
2023 - 2024,2024 Fall,UGRD,UGRD,Ruth,Gornet,,MATH,2425,300,28,32,9,0,0,0,0,0,0,0,0,69
2023 - 2024,2024 Fall,UGRD,UGRD,Ruth,Gornet,,MATH,4334,001,10,6,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Anne,Gottfried,,MARK,3321,033,6,23,17,0,0,0,0,0,0,0,0,46
2023 - 2024,2024 Fall,UGRD,UGRD,Anne,Gottfried,,MARK,3321,034,18,0,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Anne,Gottfried,,MARK,4325,031,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Shuang,Gou,,ART,1305,006,16,0,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Thomas,Graca,,HRMN,3320,005,28,0,0,0,0,0,0,0,0,0,0,28
2023 - 2024,2024 Fall,UGRD,UGRD,Thomas,Graca,,HRMN,4320,001,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Thomas,Graca,,HRMN,4320,002,9,7,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Lisa,Graham,,ART,3357,001,26,19,8,0,0,0,0,0,0,0,0,53
2023 - 2024,2024 Fall,UGRD,UGRD,Lisa,Graham,,ART,3390,001,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Lisa,Graham,,ART,4355,001,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Dimitar,Grantcharov,,MATH,3307,001,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Dimitar,Grantcharov,,MATH,3330,001,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,UGRD,UGRD,Katherine,Graves,,SPED,3302,001,11,7,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,GRAD,GRAD,Katherine,Graves,,SPED,5302,001,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Alexandria,Gray,,FREN,1441,002,21,0,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,UGRD,UGRD,Alexandria,Gray,,FREN,1441,003,0,7,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Alexandria,Gray,,FREN,1441,005,23,0,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,UGRD,UGRD,Alexandria,Gray,,FREN,1442,002,13,10,14,15,10,0,0,0,9,0,0,71
2023 - 2024,2024 Fall,UGRD,UGRD,Alexandria,Gray,,GLOBAL,2301,002,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,David,Gray,,HCAD,5340,040,37,37,11,0,0,0,0,0,0,0,0,85
2023 - 2024,2024 Fall,UGRD,UGRD,Julie,Gray,,SOCW,2325,001,27,32,0,0,9,0,0,0,0,0,0,68
2023 - 2024,2024 Fall,UGRD,UGRD,Kathryn,Grebel,,MATH,1426,170,63,36,7,0,0,0,0,0,0,0,0,106
2023 - 2024,2024 Fall,GRAD,GRAD,Ambra,Green,,SPED,5310,001,44,7,0,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Fall,UGRD,UGRD,Brandie,Green,,KINE,3350,001,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,UGRD,UGRD,Brandie,Green,,KINE,3350,500,21,6,0,0,0,0,0,0,0,0,0,27
2023 - 2024,2024 Fall,UGRD,UGRD,Brandie,Green,,KINE,3358,500,120,9,0,0,0,0,0,0,0,0,0,129
2023 - 2024,2024 Fall,UGRD,UGRD,Brandie,Green,,KINE,4359,500,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Hailey,Green,,THEA,181,004,116,0,0,0,0,0,0,0,0,0,0,116
2023 - 2024,2024 Fall,GRAD,GRAD,Patrice,Green,,SOCW,5301,004,138,28,0,0,0,0,0,0,0,0,0,166
2023 - 2024,2024 Fall,GRAD,GRAD,Patrice,Green,,SOCW,5483,001,25,0,0,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,GRAD,GRAD,Patrice,Green,,SOCW,5483,002,141,26,0,0,6,0,0,0,7,0,0,180
2023 - 2024,2024 Fall,UGRD,UGRD,Shayla,Green,,NURS,4462,601,17,0,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Shayla,Green,,NURS,4465,500,119,25,10,0,0,0,0,0,7,0,0,161
2023 - 2024,2024 Fall,UGRD,UGRD,Shayla,Green,,NURSU,4465,500,30,0,0,0,0,0,0,0,0,0,0,30
2023 - 2024,2024 Fall,UGRD,UGRD,Shayla,Green,,NURS,4465,501,20,10,0,0,0,0,0,0,0,0,0,30
2023 - 2024,2024 Fall,UGRD,UGRD,Shayla,Green,,NURSU,4465,501,14,18,14,0,0,0,0,0,0,0,0,46
2023 - 2024,2024 Fall,UGRD,UGRD,Shayla,Green,,NURS,4465,502,26,0,0,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,UGRD,UGRD,Shayla,Green,,NURSU,4465,502,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Nancy,Greene,,ARCH,1341,002,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Nancy,Greene,,ARCH,1341,006,0,0,0,0,0,0,7,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Julienne,Greer,,THEA,1343,002,8,18,15,11,0,0,0,0,6,0,0,58
2023 - 2024,2024 Fall,UGRD,UGRD,Julienne,Greer,,THEA,4341,001,90,39,0,0,0,0,0,0,6,0,0,135
2023 - 2024,2024 Fall,GRAD,GRAD,Tracy,Greer,,PSYC,5110,001,15,12,0,0,0,0,0,0,0,0,0,27
2023 - 2024,2024 Fall,GRAD,GRAD,Leigh,Griffis-Cogan,,NURS,5327,010,116,22,6,0,0,0,0,0,0,0,0,144
2023 - 2024,2024 Fall,GRAD,GRAD,Leigh,Griffis-Cogan,,NURS,5327,011,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,GRAD,GRAD,Leigh,Griffis-Cogan,,NURS,5327,400,86,27,0,0,0,0,0,0,0,0,0,113
2023 - 2024,2024 Fall,GRAD,GRAD,Leigh,Griffis-Cogan,,NURSG,5327,400,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,GRAD,GRAD,Leigh,Griffis-Cogan,,NURS,5327,401,76,14,0,0,0,0,0,0,0,0,0,90
2023 - 2024,2024 Fall,GRAD,GRAD,Leigh,Griffis-Cogan,,NURSG,5327,401,44,17,0,0,0,0,0,0,0,0,0,61
2023 - 2024,2024 Fall,GRAD,GRAD,Leigh,Griffis-Cogan,,NURS,5327,402,7,9,19,13,7,0,0,0,17,0,0,72
2023 - 2024,2024 Fall,GRAD,GRAD,Leigh,Griffis-Cogan,,NURSG,5327,402,23,39,47,20,10,0,0,0,8,0,0,147
2023 - 2024,2024 Fall,UGRD,UGRD,Cynthia,Griffith,,CHEM,1441,003,0,0,0,0,0,0,10,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Cynthia,Griffith,,CHEM,1465,003,33,16,0,0,0,0,0,0,0,0,0,49
2023 - 2024,2024 Fall,GRAD,GRAD,Douglas,Grisaffe,,MARK,5344,001,22,0,0,0,0,0,0,0,0,0,0,22
2023 - 2024,2024 Fall,GRAD,GRAD,Douglas,Grisaffe,,BSAD,6314,001,0,19,12,6,0,0,0,0,0,0,0,37
2023 - 2024,2024 Fall,UGRD,UGRD,David,Grogan,,MUSI,10,004,21,11,8,7,10,0,0,0,0,0,0,57
2023 - 2024,2024 Fall,UGRD,UGRD,Xiangli,Gu,,KINE,4323,001,48,10,0,0,0,0,0,0,0,0,0,58
2023 - 2024,2024 Fall,UGRD,UGRD,Xiangli,Gu,,KINE,4420,001,26,30,0,0,0,0,0,0,0,0,0,56
2023 - 2024,2024 Fall,UGRD,UGRD,Joseph,Guillory,,HIST,1301,020,17,0,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Nadra,Guizani,,CSE,1310,007,25,30,17,0,0,0,0,0,0,0,0,72
2023 - 2024,2024 Fall,UGRD,UGRD,Nadra,Guizani,,CSE,3330,003,0,7,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Nadra,Guizani,,CSE,3330,004,89,0,0,0,0,0,0,0,0,0,0,89
2023 - 2024,2024 Fall,GRAD,GRAD,Nadra,Guizani,,CSE,5324,220,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Christi,Gullion,,CRCJ,2350,001,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,GRAD,GRAD,Christi,Gullion,,CRCJ,5309,001,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Ogan,Gurel,,HUMA,3340,001,29,0,0,0,0,0,0,0,0,0,0,29
2023 - 2024,2024 Fall,UGRD,UGRD,Ogan,Gurel,,NURS-HI,3359,072,23,0,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,UGRD,UGRD,Ogan,Gurel,,MANA,4331,001,8,7,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Ogan,Gurel,,KINE,4396,001,76,26,11,0,0,33,0,0,0,0,0,146
2023 - 2024,2024 Fall,UGRD,UGRD,Jason,Halbert,,CHEM,1101,001,6,0,6,0,6,0,0,0,7,0,0,25
2023 - 2024,2024 Fall,UGRD,UGRD,Jason,Halbert,,CHEM,1101,002,0,0,0,0,0,0,0,0,8,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Bethane,Hall,,ACCT,3315,005,0,6,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Bethane,Hall,,ACCT,3315,006,62,0,0,0,0,0,0,0,0,0,0,62
2023 - 2024,2024 Fall,UGRD,UGRD,Bethane,Hall,,ACCT,4340,001,51,0,0,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Fall,GRAD,GRAD,Bethane,Hall,,ACCT,5314,001,51,0,0,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Fall,GRAD,GRAD,Bethane,Hall,,ACCT,5340,001,0,0,14,7,0,0,0,0,8,0,0,29
2023 - 2024,2024 Fall,GRAD,GRAD,Haydee,Hall,,SOCW,5482,001,0,9,9,0,0,0,0,0,8,0,0,26
2023 - 2024,2024 Fall,GRAD,GRAD,Haydee,Hall,,SOCW,5485,001,26,16,11,0,0,0,0,0,0,0,0,53
2023 - 2024,2024 Fall,GRAD,GRAD,Haydee,Hall,,SOCW,5486,001,49,16,7,0,0,0,0,0,0,0,0,72
2023 - 2024,2024 Fall,UGRD,UGRD,Thomas,Hall,,ACCT,3312,001,53,15,6,0,0,0,0,0,0,0,0,74
2023 - 2024,2024 Fall,UGRD,UGRD,Thomas,Hall,,ACCT,3312,003,39,31,9,0,0,0,0,0,0,0,0,79
2023 - 2024,2024 Fall,UGRD,UGRD,Zerita,Hall,,CRCJ,2334,002,54,0,0,0,0,0,0,0,0,0,0,54
2023 - 2024,2024 Fall,UGRD,UGRD,Zerita,Hall,,CRCJ,2334,003,32,0,0,0,0,0,0,0,0,0,0,32
2023 - 2024,2024 Fall,UGRD,UGRD,Zerita,Hall,,CRCJ,4333,001,18,6,0,0,0,0,0,0,0,0,0,24
2023 - 2024,2024 Fall,GRAD,GRAD,Zerita,Hall,,SOCW,5381,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Zerita,Hall,,SOCW,5581,001,39,0,0,0,0,0,0,0,0,0,0,39
2023 - 2024,2024 Fall,GRAD,GRAD,Zerita,Hall,,SOCW,5581,002,35,0,0,0,0,0,0,0,0,0,0,35
2023 - 2024,2024 Fall,GRAD,GRAD,Hassan,Haltam,,ARCH,5333,001,17,0,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Suyun,Ham,,AREN,3341,001,28,0,0,0,0,0,0,0,0,0,0,28
2023 - 2024,2024 Fall,UGRD,UGRD,Suyun,Ham,,CE,3341,001,8,12,9,0,6,0,0,0,0,0,0,35
2023 - 2024,2024 Fall,UGRD,UGRD,Suyun,Ham,,CE,3341,101,13,13,0,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,UGRD,UGRD,Ahmad,Hamdan,,NURS,2232,001,59,0,0,0,0,0,0,0,0,0,0,59
2023 - 2024,2024 Fall,UGRD,UGRD,Ahmad,Hamdan,,NURS-SS,2232,600,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Maysaa,Hamdan,,IE,3301,003,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Maysaa,Hamdan,,IE,4343,002,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,UGRD,UGRD,Mahdis,Hamisi,,PLAN,3301,001,20,0,0,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Fall,GRAD,GRAD,Keaton,Hamm,,MATH,6310,001,25,0,0,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,GRAD,GRAD,Talaun,Hammond,,SOCW,5306,010,95,20,0,0,0,0,0,0,0,0,0,115
2023 - 2024,2024 Fall,GRAD,GRAD,Talaun,Hammond,,SOCW,5306,021,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Talaun,Hammond,,SOCW,5327,001,122,18,0,0,0,0,0,0,0,0,0,140
2023 - 2024,2024 Fall,GRAD,GRAD,Talaun,Hammond,,SOCW,5327,002,19,0,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,GRAD,GRAD,Michelle,Hampton,,NURS,5366,400,116,43,0,0,0,0,0,0,0,0,0,159
2023 - 2024,2024 Fall,GRAD,GRAD,Michelle,Hampton,,NURSG,5366,400,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,GRAD,GRAD,Michelle,Hampton,,NURS,5366,401,155,30,0,0,0,0,0,0,0,0,0,185
2023 - 2024,2024 Fall,GRAD,GRAD,Michelle,Hampton,,NURSG,5366,401,13,26,15,0,0,0,0,0,0,0,0,54
2023 - 2024,2024 Fall,GRAD,GRAD,Michelle,Hampton,,NURS,5366,402,35,25,0,0,0,0,0,0,0,0,0,60
2023 - 2024,2024 Fall,GRAD,GRAD,Michelle,Hampton,,NURSG,5366,402,37,22,0,0,0,0,0,0,0,0,0,59
2023 - 2024,2024 Fall,GRAD,GRAD,Michelle,Hampton,,NURS,5366,406,8,11,12,0,0,0,0,0,11,0,0,42
2023 - 2024,2024 Fall,UGRD,UGRD,Dianqi,Han,,CSE,2312,003,33,15,0,0,0,0,0,0,0,0,0,48
2023 - 2024,2024 Fall,GRAD,GRAD,Ping,Han,,MANA,5340,072,25,25,0,0,0,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,GRAD,GRAD,Ping,Han,,MANA,5340,073,19,8,0,0,0,0,0,0,0,0,0,27
2023 - 2024,2024 Fall,UGRD,UGRD,Zhen Xue,Han,,MAE,3303,001,16,7,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,GRAD,GRAD,Zheng,Han,,MARK,5331,070,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,GRAD,GRAD,Zheng,Han,,MARK,5331,071,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Mark,Hand,,POLS,3310,001,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Mark,Hand,,POLS,4326,001,12,9,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,UGRD,UGRD,Jocelyn,Hansen,,MUSI,2140,006,16,0,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Jocelyn,Hansen,,MUSI,3140,006,81,16,6,0,0,0,0,0,0,0,0,103
2023 - 2024,2024 Fall,UGRD,UGRD,Kelsey,Hanson,,ANTH,2339,001,87,10,0,8,11,0,0,0,0,0,0,116
2023 - 2024,2024 Fall,UGRD,UGRD,Kelsey,Hanson,,ANTH,2339,002,68,25,7,0,7,0,0,0,0,0,0,107
2023 - 2024,2024 Fall,UGRD,UGRD,Mary,Hanson-Evans,,UNIV-LA,1131,016,65,18,6,0,8,0,0,0,0,0,0,97
2023 - 2024,2024 Fall,UGRD,UGRD,Mary,Hanson-Evans,,SOCI,1310,001,34,6,0,0,0,0,0,0,0,0,0,40
2023 - 2024,2024 Fall,UGRD,UGRD,Mary,Hanson-Evans,,SOCI,1310,002,0,10,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Mary,Hanson-Evans,,SOCI,3313,001,29,11,0,0,0,0,0,0,0,0,0,40
2023 - 2024,2024 Fall,UGRD,UGRD,Mary,Hanson-Evans,,SOCI,3328,001,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Mary,Hanson-Evans,,SOCI,3334,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,James,Hansz,,REAE,4319,001,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,GRAD,GRAD,Qing,Hao,,FINA,5352,001,25,0,0,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,GRAD,GRAD,Yaowu,Hao,,MSE,5300,001,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,GRAD,GRAD,Yaowu,Hao,,MSE,5333,001,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,GRAD,GRAD,Ijaz,Haq,,REAE,5315,001,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Hanna,Haran,,SOCW,3308,003,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Megan,Haratine,,THEA,1303,002,12,6,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Megan,Haratine,,THEA,2302,001,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Megan,Haratine,,THEA,4334,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Megan,Haratine,,THEA,4341,001,51,0,0,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Fall,UGRD,UGRD,Dustin,Harp,,COMM,4306,001,51,0,0,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Fall,GRAD,GRAD,Candace,Harrell,,SOCW,5485,001,0,0,0,0,0,0,6,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Carmin,Harris,,PCOM,2301,001,62,0,0,0,0,0,0,0,0,0,0,62
2023 - 2024,2024 Fall,GRAD,GRAD,Lydia,Harris,,NURS,5354,403,18,0,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Mary,Harris,,NURS,4350,629,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Sandy,Harris,,ART,3356,002,11,28,0,0,0,0,0,0,0,0,0,39
2023 - 2024,2024 Fall,GRAD,GRAD,Tara,Harris,,SOCW,5482,001,28,15,0,0,0,0,0,0,0,0,0,43
2023 - 2024,2024 Fall,UGRD,UGRD,Lonny,Harrison,,GLOBAL,2301,006,9,6,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Lonny,Harrison,,ENGL,3300,001,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Courtney,Hart,,MANA,4322,008,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Courtney,Hart,,MANA,4322,009,8,11,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Marie,Hartono,,HIST,2322,001,9,9,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Marie,Hartono,,HIST,3300,007,62,45,0,0,0,0,0,0,0,0,0,107
2023 - 2024,2024 Fall,UGRD,UGRD,Alex,Harvey,,ENGL,1302,007,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Alex,Harvey,,ENGL,1302,033,12,7,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Alex,Harvey,,ENGL,1302,034,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,GRAD,GRAD,Doris,Harvey,,NURS,5434,402,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,GRAD,GRAD,Doris,Harvey,,NURSC,5434,402,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Doris,Harvey,,NURSG,5434,402,21,0,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,UGRD,UGRD,Marti,Harvey,,COMM,2311,001,17,0,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Marti,Harvey,,COMM,2311,002,20,0,0,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Fall,UGRD,UGRD,Marti,Harvey,,JOUR,3345,001,19,0,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,GRAD,GRAD,Amanda,Hassan,,SOCW,5395,003,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,GRAD,GRAD,Amanda,Hassan,,SOCW,5395,004,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,GRAD,GRAD,Amanda,Hassan,,SOCW,5395,012,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Amy,Hatch,,MUSI,1185,002,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Amy,Hatch,,MUSI,2185,003,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Amy,Hatch,,MUSI,2325,001,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Amy,Hatch,,MUSI,2325,003,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Amy,Hatch,,MUSI,5301,002,0,0,0,0,0,0,36,0,0,0,0,36
2023 - 2024,2024 Fall,GRAD,GRAD,Kimberly,Hatchel,,NURS,6320,400,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,GRAD,GRAD,Kimberly,Hatchel,,NURS,6320,401,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Elizabeth,Hawkins,,THEA,182,001,18,20,23,7,0,0,0,0,0,0,0,68
2023 - 2024,2024 Fall,UGRD,UGRD,Elizabeth,Hawkins,,THEA,1101,001,12,0,0,0,0,0,0,0,0,0,0,12
